platform,country,rating,version,author,updated,title,text,categories
"android","dk","1","2.1.1","En Google-bruger","2014-05-12T14:41:50.419Z","","Jeg kan ikke oprette en profil, da programmet ikke anerkender min mail adresse :-(",""
"android","dk","5","2.1.1","En Google-bruger","2014-05-08T12:47:06.579Z","","Det god og kunde se kampene Jeg skal spille",""
"android","dk","4","2.1.1","En Google-bruger","2014-05-03T06:04:19.570Z","","Den.har nogen gang med.og skal stoppe så kan.jeg ikke.komme ind på den.så må jeg slette den.igen og geninstaller den :-(",""
"android","dk","4","2.1.1","En Google-bruger","2014-04-29T14:59:36.110Z","","Fed app man kan hurtig se stilling og kampprogrammet for sit hold. Mangler da at kunne se de andre kampe i puljen hvordan det gik. Og det med at få besked hvordan det gik for mine hold får jeg hellere ikke selvom der er sat flueben i at jeg skal..  kender flere som har fået samme problem","notifikationer"
"android","dk","1","","En Google-bruger","2014-04-28T20:48:07.166Z","","Hvis man kunne give minus stjerner fik app'en det. Den går i sort, og bliver smidt af. Ikke optimalt når der skal udfyldes holdkort",""
"android","dk","1","2.1","En Google-bruger","2014-04-26T16:52:02.427Z","","Virker første gang man downloader og betaler.  Derefter virker den ikke.  ""God"" måde at tjene penge på,  det har nu kostet 2*19 kr. Samsung 3S","nedbrud_fejl"
"android","dk","4","2.1","En Google-bruger","2014-04-26T10:08:24.565Z","","Kan ikke få lov til at acceptere bruger licens i live billeder. Ellers en god app. Som giver serie bold nyt liv","login_adgang"
"android","dk","2","2.1","En Google-bruger","2014-04-24T21:44:25.958Z","","Især hvis der kommer en nyhed i notifikationsbaren og man prøver at gå ind og læse den. Så giver den sort skærm og tænder og slukker for GPS hele tiden. Indtil at man dræber appen fra taskkiller.","notifikationer"
"android","dk","1","2.1","En Google-bruger","2014-04-19T05:38:58.136Z","","Virker ikke. Når jeg har været inde og derefter går ud igen bliver skærmen sort og jeg må afinstallere og geninstallere den igen for at kunne færdiggøre et holdkort. DYBT FRUSTRERENDE....... HTC one","nedbrud_fejl"
"android","dk","2","2.1","En Google-bruger","2014-04-16T19:55:30.204Z","","Denne sæson (forår 2014) er det app'en en katastrofe. Skal genstartes for at virke og notifikationer virker ikke. Nexus5.","nedbrud_fejl|notifikationer"
"android","dk","1","","En Google-bruger","2014-04-14T07:43:33.670Z","","Lorte app",""
"android","dk","3","2.1","En Google-bruger","2014-04-13T18:35:59.713Z","","Virker okay",""
"android","dk","1","","En Google-bruger","2014-04-13T13:57:33.987Z","","Sort skærm efter at have brugt den 3 gang ca. :-(.. Har installeret den 4 gang nu..Og det samme..",""
"android","dk","1","2.1","En Google-bruger","2014-04-13T13:39:30.947Z","","Virkelig dårlig, må være ver.  1.0. Sort skærm hver anden gang, og mere eller mindre ubrugelig:O",""
"android","dk","2","2.1","En Google-bruger","2014-04-06T16:16:36.900Z","","Logger en af hele tiden meget træls, ville ikke skade med en opdatering!",""
"android","dk","2","2.1","En Google-bruger","2014-03-29T16:30:00.715Z","","Syntes det er for dårligt, at når man søger efter klubben FC Vestsjælland,  for at få notifikationer om, når de spiller. Findes klubben ikke. Får opdateret den app og få den ordentligt til at virke.","notifikationer"
"android","dk","4","2.0.4","En Google-bruger","2014-03-07T16:54:48.866Z","","God app",""
"android","dk","4","2.0.2","En Google-bruger","2014-02-28T09:42:30.846Z","","God",""
"android","dk","2","2.0","En Google-bruger","2014-02-21T22:53:54.343Z","","",""
"android","dk","5","2.0","En Google-bruger","2014-02-20T20:33:53.262Z","","Fungerer virkelig upåklagelig, og så er den gratis, hvis man kun vil bruge den til at holde styr på resultater og spilletidspunkter.",""
"android","dk","1","2.0","En Google-bruger","2014-02-19T15:42:42.594Z","","danm der er mange bugs kan ikke en gang se mine hold uden det går galt.... Sgs4","nedbrud_fejl"
"android","dk","2","2.0","En Google-bruger","2014-02-19T07:06:52.275Z","","App'en virker generelt god og gennemført, men når jeg ikke vil bruge den til andet end at holde mig løseligt ajour med et enkelt hold, så er prisen desværre langt over et rimeligt niveau. Hvis de sætter prisen ned - eller i det mindste differentierer på prisen, så man slipper for at betale fuld pris for en minimal anvendelse, vil jeg overveje at installere app'en igen... Men indtil videre ryger den ud.",""
"android","dk","4","2.0","En Google-bruger","2014-02-18T14:29:42.613Z","","Virkelig god app. Dog har jeg oplevet at den reagere langsomt. Så der er nok nogle børnefejl der lige skal rettes, men kanon app, hvis man spiller fodbold, eller har sin gang i miljøet.","nedbrud_fejl"
"android","dk","5","1.3.1","En Google-bruger","2014-02-03T18:30:48.570Z","","Kommer der en opdatering, så det er muligt at lave holdkort?",""
"android","dk","2","1.3.1","En Google-bruger","2013-12-28T16:59:35.756Z","","At det kostor penge er ikke får godt for der er ikke mange der køber det så det er lidt surt ØV",""
"android","dk","5","1.3.1","En Google-bruger","2013-12-27T09:09:45.755Z","","Fremragende",""
"android","dk","1","","En Google-bruger","2013-11-10T22:32:50.982Z","","Man kan ikke tage penge hver måned for så dårlig en app.",""
"android","dk","1","1.3.1","En Google-bruger","2013-10-17T15:07:28.547Z","","Hvorfor skal det koste penge... Øv",""
"android","dk","4","1.3.1","En Google-bruger","2013-09-27T11:16:15.560Z","","Fungerer fint.","ros"
"android","dk","5","1.3","En Google-bruger","2013-09-27T08:39:01.300Z","","Fantastisk nemt at indberette kampe og have puljeoversigt ved hånden. 5 store stjerner herfra. Hilsen Holdlederen","ros"
"android","dk","4","1.3","En Google-bruger","2013-09-21T16:11:49.309Z","","Fin app.",""
"android","dk","2","1.2.6","En Google-bruger","2013-09-15T10:57:46.904Z","","Denne app virker ikke på min tablet den springer tilbage til playbutik. Den virker dog på min LG telefon.	Jeg bruger app'en dagligt da jeg er træner og er glad for at der er vejviser til de forskellige spille steder. Den er til tider langsom når man indberetter resultatet.","nedbrud_fejl|login_adgang"
"android","dk","5","1.2.5","En Google-bruger","2013-09-09T18:45:52.242Z","","Virker perfekt.",""
"android","dk","4","1.2.6","En Google-bruger","2013-09-06T21:30:24.641Z","","Skide synd at App'en ikke er gratis. Ellers er den ret handy og nem..",""
"android","dk","4","1.2.5","En Google-bruger","2013-08-25T12:34:16.542Z","","Første gang jeg købte 6 mdr kørte det bare. Men nu købte jeg så igen, og under mine køb er den også registreret. Men under mine hold står der at jeg skal forny mit abonnement. Det er vel ikke meningen at jeg skal gøre det 2 gange. Og pengene er trukket fra kontoen.",""
"android","dk","4","1.2.5","En Google-bruger","2013-08-22T19:37:33.319Z","","God app",""
"android","dk","2","1.2.5","En Google-bruger","2013-08-18T19:46:39.256Z","","Så godt et det ikke",""
"android","dk","2","1.2.5","En Google-bruger","2013-08-18T14:23:43.578Z","","Alt for mange fejl - lige nu er det data kan ikke hentes. Er meget glad for jeg ikke har abonnement","nedbrud_fejl"
"android","dk","1","1.2.5","En Google-bruger","2013-08-18T10:15:30.645Z","","Trist at den ikke starter app'en op... især når man kan læse at det er et problem som har eksisteret længe, og når turneringen er startet....",""
"android","dk","1","1.2.5","En Google-bruger","2013-08-15T11:52:38.583Z","","Nexus 4 Android 4.3",""
"android","dk","1","1.2.5","En Google-bruger","2013-08-07T14:57:55.994Z","","Data kan ikke hentes",""
"android","dk","5","1.2.5","En Google-bruger","2013-07-22T15:42:18.873Z","","Har alt det man skal bruge. Rimelig med den meget lille egenbetaling på 19 kr for et halvt år, så man kan lave ""mine hold"". Betaling = vedligeholdelse + forbedringer",""
"android","dk","5","","En Google-bruger","2013-06-05T16:16:12.434Z","","Vi vandt                           3-0",""
"android","dk","1","","En Google-bruger","2013-05-21T14:20:33.855Z","","Virker ikke til min den vil ikke gå ind i programmet den står bare på det der fodbold ikon i starten også går den i sort og kommer ikke videre","nedbrud_fejl"
"android","dk","1","1.2.3","En Google-bruger","2013-05-14T21:38:50.864Z","","Synes det er mærkeligt at man skal betale for månedlig abonnement, kunne bedre forstå hvis det var et engangsbeløb for appen.",""
"android","dk","1","1.2.3","En Google-bruger","2013-05-09T19:19:14.426Z","","Under karantæne info har spillere både 2 og 3 spille dage for gult kort ??? Det er kun 1 på dbu.dk",""
"android","dk","5","1.2.2","En Google-bruger","2013-05-02T17:50:33.121Z","","Det er virkelig en god app, 3 minutter efter kamp kam di se resultatet",""
"android","dk","5","","En Google-bruger","2013-05-01T04:23:15.877Z","","Jeg elsker det","ros"
"android","dk","2","","En Google-bruger","2013-04-01T02:26:56.247Z","","En række funktionsknapper er meget små og svært tilgængelige - givetvis afhængig af telefon-model, men det er i hvert fald et problem på min Xperia Z. Samtidig fyrer app'en op for GPS uden at jeg rigtig kan se hvorfor, eller i øvrigt slå det fra.",""
"android","dk","1","1.2","En Google-bruger","2013-03-23T14:51:51.640Z","","Når jeg trykker på hjertet, når jeg skal tilføje mit hold gider den ikke er der nogen der kan hjælpe?",""
"android","dk","1","1.2","En Google-bruger","2013-03-15T08:39:41.813Z","","Ubrugelig på grund af abonnementet",""
"android","dk","3","1.2","En Google-bruger","2013-03-06T19:29:49.610Z","","Rigtig god app - så kan jeg hurtigt se hvor mit hold ligger i tabellen. Men den er dog langsom til at opdatere kamp-resultatet og nye puljer ...","nedbrud_fejl|ros"
"android","dk","4","","En Google-bruger","2013-02-28T06:48:01.611Z","","Fin måde lige at følge juniors hold på, når man ikker nær en pc.",""
"android","dk","3","1.2","En Google-bruger","2013-02-27T20:24:22.193Z","","Det er så dejligt at kunne finde kampe og stillinger for de hold, jeg træner, via mobilen, men hvorfor skal DBU have penge hver måned for at jeg kan gemme genveje til holdene? Jojo, jeg kan da bare klikke mig gennem menuerne - og gør det da også - men hvorfor?",""
"android","dk","3","","En Google-bruger","2012-11-28T12:42:20.376Z","","Fin lille app, men jeg mangler at man kan se dommeren er, når man er inde på kampinfo. Ellers fin, uden at være helt vild.",""
"android","dk","4","1.0.2","En Google-bruger","2012-11-22T15:15:17.498Z","","Fungerer Godt til folk der Har med fodboldklubber at gøre",""
"android","dk","5","1.0.2","En Google-bruger","2012-11-12T15:15:36.649Z","","En app som vi androidbrugere får stor glæde af når først den er komplet opdateret","login_adgang"
"android","dk","5","","En Google-bruger","2012-11-09T08:47:20.547Z","","Den er hurtig og kan det man bruger mest","login_adgang"
"android","dk","5","1.0.1","En Google-bruger","2012-11-02T18:57:10.889Z","","det virker bare......",""
"android","dk","5","1.0.1","En Google-bruger","2012-10-25T19:03:59.402Z","","Fungerer perfekt!",""
"android","dk","5","","En Google-bruger","2012-10-23T10:43:07.809Z","","Fantastisk godt lavet...","ros"
"android","dk","3","1.0.1","En Google-bruger","2012-10-23T05:22:09.408Z","","Ok app den kører dog ekstremt langsomt, hvis man ikke er på WiFi.","nedbrud_fejl"
"android","dk","1","1.0.1","En Google-bruger","2012-10-07T18:33:56.859Z","","Udemærket program men at man skal betale et gebyr hver måned og så oven i købet til dbu, det fatter jeg ikke. Hvis i absolut skal have betaling, fra jeres frivillige trænere som i øvrigt ikke får en skid for at træne ungerne i deres sparsomme fritid, kunne man så ikke lave et engangsbeløb som de fleste andre på ca 15-20 kr. Jeg syntes det er ulækkert.",""
"android","dk","5","","En Google-bruger","2012-10-07T08:04:02.881Z","","Fed app for en træner",""
"android","dk","4","1.0.1","En Google-bruger","2012-10-06T19:55:22.175Z","","Fantastisk app, men hvorfor kan man ikke se andre resultater fra de andre hold i ens pulje?? Man kan kun se sit eget hold... ??? Please fix it ;-)","ros"
"android","dk","2","","En Google-bruger","2012-10-06T15:32:34.933Z","","Rigtig god app Bare ærgerligt at den fryser så tit at jeg må fjerne den og så hente den igen ellers havde den fået 5 stjerner","nedbrud_fejl|ros"
"android","dk","5","1.0.1","En Google-bruger","2012-10-01T13:09:45.282Z","","Funger perfekt.",""
"android","dk","1","","En Google-bruger","2012-09-26T17:49:44.310Z","","Kan ikke finde de hold jeg søger, så synes ikke jeg vil bruge min tid på det her","ux_findbarhed"
"android","dk","4","1.0.1","En Google-bruger","2012-09-22T17:35:20.741Z","","Tåbeligt at der skal betales for det fulde abonnement. Gratis via internet på mobil - gør dog app gratis.",""
"android","dk","3","1.0.1","En Google-bruger","2012-09-14T16:22:17.825Z","","Fin app men den fryser ofte og så mangler den integration med kalender og mulighed for at se de øvrige hold i puljen.","nedbrud_fejl"
"android","dk","5","1.0.1","En Google-bruger","2012-09-11T19:12:35.832Z","","Cool",""
"android","dk","5","1.0.1","En Google-bruger","2012-09-05T15:08:30.550Z","","Nice app. Men avoligt at der kommer betaling på efter 60 dage ved noget af det",""
"android","dk","3","1.0.1","En Google-bruger","2012-09-05T06:24:48.602Z","","men crasher når jeg prøver på at tilføje et ekstra hold under ""mine hold"". Samsung galaxy 3","nedbrud_fejl"
"android","dk","3","1.0.1","En Google-bruger","2012-09-03T18:16:24.883Z","","Fryser dårligt telefonen skal genstartes når man vælger resultater under mine hold.","nedbrud_fejl"
"android","dk","3","1.0.1","En Google-bruger","2012-08-27T13:57:04.590Z","","God dog ikke helt gratis",""
"android","dk","5","1.0.1","En Google-bruger","2012-08-25T18:57:31.465Z","","Kommer dog bag på mig at man skal købe sig til den fulde app da alle disse ting kan gøres ganske gratis på en pc. Men fed ide og super app. Genialt man kan få vist kampens spille sted på et kort.","ros"
"android","dk","3","1.0.1","En Google-bruger","2012-08-23T12:02:07.444Z","","Savner virkeligt integration med kalenderen, således at kampprogram for ""mine hold"" kan indlægges/opdateres automatisk i telefonens kalender. Lignende virkede fint på Infosport med webkalender link og Google Kalender (iCal format)  Ellers fin og nyttig app",""
"android","dk","2","1.0.1","En Google-bruger","2012-08-21T18:39:40.807Z","","Det første indtryk var godt.  Jeg tænkte yes, endelig har de skruet en ordentligt app sammen. Men på det seneste crasher den hele tiden og fryser telefonen til genstart. Ærgerligt, kom nu med en opdatering så skidtet virker.","nedbrud_fejl"
"android","dk","1","1.0.1","En Google-bruger","2012-08-18T12:38:53.141Z","","Fryser konsekvent ved opstart.","nedbrud_fejl"
"android","dk","4","1.0.1","En Google-bruger","2012-08-18T10:09:20.662Z","","Det er lidt irreterende at der ikke kommer eb meddelese når ebs hold spiller",""
"android","dk","2","1.0.1","En Google-bruger","2012-08-18T07:58:40.653Z","","Fryser lidt for ofte. Og synes det tager lang tid at få de ønskede data frem","nedbrud_fejl"
"android","dk","1","1.0.1","En Google-bruger","2012-08-15T19:31:57.788Z","","Ærgerligt da ideen er rigtig god. Håber de  får rettet fejlene","nedbrud_fejl|ros"
"android","dk","1","1.0.1","En Google-bruger","2012-08-14T19:29:22.287Z","","Dårlig og crasher konstant :-(  Det er en ommer DBU.","nedbrud_fejl"
"android","dk","1","1.0.1","En Google-bruger","2012-08-13T13:57:05.996Z","","Fin idé, men bliver ikke opdateret",""
"android","dk","5","1.0.1","En Google-bruger","2012-08-06T16:09:43.939Z","","Super app","ros"
"android","dk","5","","En Google-bruger","2012-07-18T17:43:18.951Z","","Endelig kampprogram og indberetning til mobilen :-)",""
"android","dk","3","1.0.1","En Google-bruger","2012-07-16T16:40:23.995Z","","Den har de funktioner som forventet og glæder mig til at bruge den når sæsonen for ungdomsfodbolden starter.. Dog fryser den lige pt. når man starter app, håber det fikses snarest :)","nedbrud_fejl"
"android","dk","1","1.0.1","En Google-bruger","2012-07-12T22:43:25.810Z","","Kedeligt urealistisk",""
"android","dk","3","1.0.1","En Google-bruger","2012-07-08T09:32:06.617Z","","Mangler dog at opdatere sig efter ny turnering",""
"android","dk","5","1.0.1","En Google-bruger","2012-07-05T16:40:39.290Z","","Burde Være gratis",""
"android","dk","5","1.0.1","En Google-bruger","2012-06-26T12:14:38.245Z","","Simpelthen fantastisk at kunne følge med via mobilen :-)","ros"
"android","dk","5","1.0.1","En Google-bruger","2012-06-25T21:15:53.450Z","","Godt!",""
"android","dk","5","1.0.1","En Google-bruger","2012-06-24T20:52:53.310Z","","God",""
"android","dk","5","1.0","En Google-bruger","2012-06-15T14:52:01.954Z","","Vente tiden har været lang, men det har været vente tiden værd mega fed app stor ros til jeres udvikler",""
