name,website,category,deepLooksLikeGuide,matchUrl,matchText
"Vorbasse Boldklub af 1912","http://www.vorbasseboldklub.dk/","ingen-paa-forside","","",""
"Vrå/Børglum IF","http://www.vbi-vraa.dk/","ingen-paa-forside","","",""
"Vorup FB","http://www.vorupfb.dk/","ingen-paa-forside","","",""
"Værløse BK","http://www.vbold.dk/","ingen-paa-forside","","",""
"Værum GF","http://www.vaerum.net/","ingen-paa-forside","","",""
"Vojens Gymnastik- & Idrætsefterskole","http://www.vgie.dk/","ingen-paa-forside","","",""
"ØBG Silkeborg","http://www.obg.dk/","ingen-paa-forside","","",""
"Ølgod IF","http://www.olgod-if.dk/","ingen-paa-forside","","",""
"Væggerløse BK","http://www.vbfodbold.dk/","kun-link-til-dbu","","https://klubservice.dbu.dk/kampklar/",""
"Ølholm B","http://www.ølholmboldklub.dk/","ingen-paa-forside","","",""
"Vor Frue IF","http://www.vorfrueif.dk/","ingen-paa-forside","","",""
"Ølsted IF","http://www.boldenruller.dk/","ingen-paa-forside","","",""
"Vaarst/Fjellerad B","http://www.vfb-sport.dk/","ingen-paa-forside","","",""
"Ølstrup GU","http://www.olstrupgu.dk/","ingen-paa-forside","","",""
"Ølstykke FC","http://www.olstykke-fodbold.dk/","ingen-paa-forside","","",""
"Ørslev-Bjerge IF","http://www.oebif.dk/","ingen-paa-forside","","",""
"Ørslevkloster IF","http://www.okif.dk/","ingen-paa-forside","","",""
"Ødis IF","http://www.odis-if.dk/","ingen-paa-forside","","",""
"Ørestad IF","http://www.orestadif.dk/","ingen-paa-forside","","",""
"ØKF","http://www.oekf.dk/","ingen-paa-forside","","",""
"Øster Højst UIF","http://www.øhuif.dk/","ingen-paa-forside","","",""
"Ørslev GIF (V)","http://www.oegif.dk/","ingen-paa-forside","","",""
"Østbirk IF","http://www.ostbirkif.dk/","ingen-paa-forside","","",""
"Øster Brønderslev IF","http://www.oebi.dk/","ingen-paa-forside","","",""
"Øster Nykirke IF","http://www.onif.dk/","ingen-paa-forside","","",""
"Østerbro Idræts Forening","http://www.osterbro-if.dk/","ingen-paa-forside","","",""
"Østervraa IF","http://www.oevifodbold.com/","unreachable","","",""
"Øster Sundby B32","http://www.oeb32.dk/","ingen-paa-forside","","",""
"Øster Ulslev BK","http://www.øub.dk/","ingen-paa-forside","","",""
"Østofte GIF (PASSIV)","http://www.o-g-i-f.dk/","ingen-paa-forside","","",""
"Østmøn SGI","http://www.eastmoenfk.dk/","ingen-paa-forside","","",""
"AaB","http://www.aabaf1885.dk/","ingen-paa-forside","","",""
"Aabenraa BK","http://www.aabk.dk/","ingen-paa-forside","","",""
"Aabybro IF","http://www.aabybrofodbold.dk/","ingen-paa-forside","","",""
"Ådalen IF","http://www.ifaa.dk/","ingen-paa-forside","","",""
"Aabyhøj IF","http://www.aaif-fodbold.dk/","egen-kampklar-side","false","https://www.aaiffodbold.dk/medlemsskab/til-foraeldre/kampklar/","KampKlar"
"Øster Vedsted IF","http://www.ostervedstedif.dk/","ingen-paa-forside","","",""
"Østermarie IF","http://www.øif.dk/","ingen-paa-forside","","",""
"Aalborg Fodbolddommerklub","https://aalborgfdk.dk/","ingen-paa-forside","","",""
"Aalborg Fremad","http://www.aalborgfremad.dk/","ingen-paa-forside","","",""
"Aakanden GF","http://www.aakandengf.dk/","ingen-paa-forside","","",""
"Aalborg Chang","http://www.aalborgchang.dk/","ingen-paa-forside","","",""
"Aalborg Studenternes IF","http://www.aasi.dk/fodbold","unreachable","","",""
"Aalborg Futsal Klub","http://www.aalborgfutsal.dk/","ingen-paa-forside","","",""
"Ålholm IF","http://fodbold.aalholm-if.dk/","ingen-paa-forside","","",""
"Åkirkeby IF","http://www.aaif.dk/","ingen-paa-forside","","",""
"Aalestrup IF","http://www.aalestrup-if.dk/","ingen-paa-forside","","",""
"Aarhus 1900","http://www.aarhus1900fodbold.dk/","ingen-paa-forside","","",""
"Aalborg Freja","http://www.aalborgfreja.dk/","egen-guide","true","https://www.aalborgfreja.dk/om-freja/den-blaa-traad/traenerguide/hjaelp-til-kampklar/","Hj&#230;lp til KampKlar"
"Aarhus Black Vipers","http://www.facebook.com/abvipers","ingen-paa-forside","","",""
"Aalborg KFUM Fodbold","http://www.aalborgkfumfodbold.dk/","ingen-paa-forside","","",""
"Vendsyssel FF (professional)","http://www.fc-hjoerring.dk/","unreachable","","",""
"Aarhus Fremad","http://www.aarhus-fremad-fodbold.dk/","ingen-paa-forside","","",""
"Aarhus Posten","http://www.aarhusposten.dk/","ingen-paa-forside","","",""
"Østerlars B.","http://osterlars-sport.dk/","ingen-paa-forside","","",""
"Aarhus Fodbolddommerklub","http://www.afdk.dk/","ingen-paa-forside","","",""
"Aarsballe B.","http://www.aarsballe-boldklub.dk/","ingen-paa-forside","","",""
"Aars IK","http://www.aarsik.dk/","ingen-paa-forside","","",""
"Aarslev BK","http://www.aarslevboldklub.dk/","egen-kampklar-side","true","https://www.aarslevboldklub.dk/holdsiderne/aa-b-er-kampklar-er-du/","AA.B er kampklar! Er du?"
"Aastrup IF","http://www.aastrup-if.dk/","ingen-paa-forside","","",""
"Aarup BK","http://fodboldaarupboldklub.dk/","egen-guide","true","https://www.fodboldaarupboldklub.dk/praktisk-info/vejledning-til-kampklar/","Vejledning til KampKlar"
"Vapnagård FK 72","http://www.vfk72.dk/","unreachable","","",""
